frame.frame.encap_type,frame.frame.time,frame.frame.time_utc,frame.frame.time_epoch,frame.frame.offset_shift,frame.frame.time_delta,frame.frame.time_delta_displayed,frame.frame.time_relative,frame.frame.number,frame.frame.len,frame.frame.cap_len,frame.frame.marked,frame.frame.ignored,frame.frame.protocols,sll.sll.etype,sll.sll.ifindex,sll.sll.hatype,sll.sll.pkttype,sll.sll.halen,sll.sll.src.eth,sll.sll.unused,ip.ip.version,ip.ip.hdr_len,ip.ip.dsfield,ip.ip.dsfield_tree,ip.ip.len,ip.ip.id,ip.ip.flags,ip.ip.flags_tree,ip.ip.frag_offset,ip.ip.ttl,ip.ip.proto,ip.ip.checksum,ip.ip.checksum.status,ip.ip.src,ip.ip.addr,ip.ip.src_host,ip.ip.host,ip.ip.dst,ip.ip.dst_host,udp.udp.srcport,udp.udp.dstport,udp.udp.port,udp.udp.length,udp.udp.checksum,udp.udp.checksum.status,udp.udp.stream,udp.Timestamps,udp.udp.payload,dns.dns.id,dns.dns.flags,dns.dns.flags_tree,dns.dns.count.queries,dns.dns.count.answers,dns.dns.count.auth_rr,dns.dns.count.add_rr,dns.Queries,dns.Answers,dns.dns.response_to,dns.dns.time,dns.Authoritative nameservers
210,"Nov 15, 2025 16:09:22.504523000 +06","Nov 15, 2025 10:09:22.504523000 UTC",1763201362.504523000,0.000000000,0.855532000,0.855532000,128.721457000,281,121,121,0,0,sll:ethertype:ip:udp:dns,0x0800,2,1,4,6,40:9f:38:88:5e:ad,00:00,4,20,0x00,"{'ip.dsfield.dscp': '0', 'ip.dsfield.ecn': '0'}",101,0x6203,0x02,"{'ip.flags.rb': '0', 'ip.flags.df': '1', 'ip.flags.mf': '0'}",0,64,17,0x5692,2,192.168.0.161,192.168.0.1,192.168.0.161,192.168.0.1,192.168.0.1,192.168.0.1,47139,53,53,81,0xbcbe,2,0,"{'udp.time_relative': '128.721457000', 'udp.time_delta': '0.855532000'}",33:95:01:00:00:01:00:00:00:00:00:00:22:39:38:35:63:30:31:38:62:65:63:32:63:62:39:65:35:62:62:64:34:62:38:30:31:62:31:31:31:34:62:35:63:33:37:06:74:75:6e:6e:65:6c:0a:64:65:76:67:6f:73:73:69:70:73:02:6d:65:00:00:10:00:01,0x3395,0x0100,"{'dns.flags.response': '0', 'dns.flags.opcode': '0', 'dns.flags.truncated': '0', 'dns.flags.recdesired': '1', 'dns.flags.z': '0', 'dns.flags.checkdisable': '0'}",1,0,0,0,"{'985c018bec2cb9e5bbd4b801b1114b5c37.tunnel.devgossips.me: type TXT, class IN': {'dns.qry.name': '985c018bec2cb9e5bbd4b801b1114b5c37.tunnel.devgossips.me', 'dns.qry.name.len': '55', 'dns.count.labels': '4', 'dns.qry.type': '16', 'dns.qry.class': '0x0001'}}",,,,
210,"Nov 15, 2025 16:09:22.570155000 +06","Nov 15, 2025 10:09:22.570155000 UTC",1763201362.570155000,0.000000000,0.065632000,0.065632000,128.787089000,282,168,168,0,0,sll:ethertype:ip:udp:dns,0x0800,2,1,0,6,b4:0f:3b:d1:2b:30,00:02,4,20,0x00,"{'ip.dsfield.dscp': '0', 'ip.dsfield.ecn': '0'}",148,0x2234,0x02,"{'ip.flags.rb': '0', 'ip.flags.df': '1', 'ip.flags.mf': '0'}",0,64,17,0x9632,2,192.168.0.1,192.168.0.161,192.168.0.1,192.168.0.161,192.168.0.161,192.168.0.161,53,47139,47139,128,0xcbcb,2,0,"{'udp.time_relative': '128.787089000', 'udp.time_delta': '0.065632000'}",33:95:81:80:00:01:00:01:00:00:00:00:22:39:38:35:63:30:31:38:62:65:63:32:63:62:39:65:35:62:62:64:34:62:38:30:31:62:31:31:31:34:62:35:63:33:37:06:74:75:6e:6e:65:6c:0a:64:65:76:67:6f:73:73:69:70:73:02:6d:65:00:00:10:00:01:c0:0c:00:10:00:01:00:00:01:2c:00:23:22:34:31:64:39:30:31:38:62:65:63:63:39:66:64:36:63:36:62:30:39:37:35:66:66:66:66:62:35:66:32:34:65:35:63,0x3395,0x8180,"{'dns.flags.response': '1', 'dns.flags.opcode': '0', 'dns.flags.authoritative': '0', 'dns.flags.truncated': '0', 'dns.flags.recdesired': '1', 'dns.flags.recavail': '1', 'dns.flags.z': '0', 'dns.flags.authenticated': '0', 'dns.flags.checkdisable': '0', 'dns.flags.rcode': '0'}",1,1,0,0,"{'985c018bec2cb9e5bbd4b801b1114b5c37.tunnel.devgossips.me: type TXT, class IN': {'dns.qry.name': '985c018bec2cb9e5bbd4b801b1114b5c37.tunnel.devgossips.me', 'dns.qry.name.len': '55', 'dns.count.labels': '4', 'dns.qry.type': '16', 'dns.qry.class': '0x0001'}}","{'985c018bec2cb9e5bbd4b801b1114b5c37.tunnel.devgossips.me: type TXT, class IN': {'dns.resp.name': '985c018bec2cb9e5bbd4b801b1114b5c37.tunnel.devgossips.me', 'dns.resp.type': '16', 'dns.resp.class': '0x0001', 'dns.resp.ttl': '300', 'dns.resp.len': '35', 'dns.txt.length': '34', 'dns.txt': '41d9018becc9fd6c6b0975ffffb5f24e5c'}}",281,0.065632000,
210,"Nov 15, 2025 16:09:23.527599000 +06","Nov 15, 2025 10:09:23.527599000 UTC",1763201363.527599000,0.000000000,0.957444000,0.957444000,129.744533000,283,121,121,0,0,sll:ethertype:ip:udp:dns,0x0800,2,1,4,6,40:9f:38:88:5e:ad,00:00,4,20,0x00,"{'ip.dsfield.dscp': '0', 'ip.dsfield.ecn': '0'}",101,0x654d,0x02,"{'ip.flags.rb': '0', 'ip.flags.df': '1', 'ip.flags.mf': '0'}",0,64,17,0x5348,2,192.168.0.161,192.168.0.1,192.168.0.161,192.168.0.1,192.168.0.1,192.168.0.1,47139,53,53,81,0xa2ea,2,0,"{'udp.time_relative': '129.744533000', 'udp.time_delta': '0.957444000'}",1f:38:01:00:00:01:00:00:00:00:00:00:22:31:30:36:33:30:31:38:62:65:63:33:62:62:64:63:36:61:35:34:39:33:64:30:31:62:32:66:65:64:34:66:65:36:66:06:74:75:6e:6e:65:6c:0a:64:65:76:67:6f:73:73:69:70:73:02:6d:65:00:00:0f:00:01,0x1f38,0x0100,"{'dns.flags.response': '0', 'dns.flags.opcode': '0', 'dns.flags.truncated': '0', 'dns.flags.recdesired': '1', 'dns.flags.z': '0', 'dns.flags.checkdisable': '0'}",1,0,0,0,"{'1063018bec3bbdc6a5493d01b2fed4fe6f.tunnel.devgossips.me: type MX, class IN': {'dns.qry.name': '1063018bec3bbdc6a5493d01b2fed4fe6f.tunnel.devgossips.me', 'dns.qry.name.len': '55', 'dns.count.labels': '4', 'dns.qry.type': '15', 'dns.qry.class': '0x0001'}}",,,,
210,"Nov 15, 2025 16:09:23.594525000 +06","Nov 15, 2025 10:09:23.594525000 UTC",1763201363.594525000,0.000000000,0.066926000,0.066926000,129.811459000,284,172,172,0,0,sll:ethertype:ip:udp:dns,0x0800,2,1,0,6,b4:0f:3b:d1:2b:30,00:00,4,20,0x00,"{'ip.dsfield.dscp': '0', 'ip.dsfield.ecn': '0'}",152,0x2237,0x02,"{'ip.flags.rb': '0', 'ip.flags.df': '1', 'ip.flags.mf': '0'}",0,64,17,0x962b,2,192.168.0.1,192.168.0.161,192.168.0.1,192.168.0.161,192.168.0.161,192.168.0.161,53,47139,47139,132,0x3eff,2,0,"{'udp.time_relative': '129.811459000', 'udp.time_delta': '0.066926000'}",1f:38:81:80:00:01:00:01:00:00:00:00:22:31:30:36:33:30:31:38:62:65:63:33:62:62:64:63:36:61:35:34:39:33:64:30:31:62:32:66:65:64:34:66:65:36:66:06:74:75:6e:6e:65:6c:0a:64:65:76:67:6f:73:73:69:70:73:02:6d:65:00:00:0f:00:01:c0:0c:00:0f:00:01:00:00:01:2c:00:27:00:0a:22:37:36:65:38:30:31:38:62:65:63:35:34:32:63:32:30:39:35:35:61:37:30:66:66:66:66:62:35:66:32:34:65:35:63:c0:2f,0x1f38,0x8180,"{'dns.flags.response': '1', 'dns.flags.opcode': '0', 'dns.flags.authoritative': '0', 'dns.flags.truncated': '0', 'dns.flags.recdesired': '1', 'dns.flags.recavail': '1', 'dns.flags.z': '0', 'dns.flags.authenticated': '0', 'dns.flags.checkdisable': '0', 'dns.flags.rcode': '0'}",1,1,0,0,"{'1063018bec3bbdc6a5493d01b2fed4fe6f.tunnel.devgossips.me: type MX, class IN': {'dns.qry.name': '1063018bec3bbdc6a5493d01b2fed4fe6f.tunnel.devgossips.me', 'dns.qry.name.len': '55', 'dns.count.labels': '4', 'dns.qry.type': '15', 'dns.qry.class': '0x0001'}}","{'1063018bec3bbdc6a5493d01b2fed4fe6f.tunnel.devgossips.me: type MX, class IN, preference 10, mx 76e8018bec542c20955a70ffffb5f24e5c.tunnel.devgossips.me': {'dns.resp.name': '1063018bec3bbdc6a5493d01b2fed4fe6f.tunnel.devgossips.me', 'dns.resp.type': '15', 'dns.resp.class': '0x0001', 'dns.resp.ttl': '300', 'dns.resp.len': '39', 'dns.mx.preference': '10', 'dns.mx.mail_exchange': '76e8018bec542c20955a70ffffb5f24e5c.tunnel.devgossips.me'}}",283,0.066926000,
210,"Nov 15, 2025 16:09:24.551060000 +06","Nov 15, 2025 10:09:24.551060000 UTC",1763201364.551060000,0.000000000,0.956535000,0.956535000,130.767994000,285,121,121,0,0,sll:ethertype:ip:udp:dns,0x0800,2,1,4,6,40:9f:38:88:5e:ad,00:00,4,20,0x00,"{'ip.dsfield.dscp': '0', 'ip.dsfield.ecn': '0'}",101,0x678d,0x02,"{'ip.flags.rb': '0', 'ip.flags.df': '1', 'ip.flags.mf': '0'}",0,64,17,0x5108,2,192.168.0.161,192.168.0.1,192.168.0.161,192.168.0.1,192.168.0.1,192.168.0.1,47139,53,53,81,0xd25e,2,0,"{'udp.time_relative': '130.767994000', 'udp.time_delta': '0.956535000'}",83:f0:01:00:00:01:00:00:00:00:00:00:22:62:32:34:35:30:31:38:62:65:63:36:34:64:37:30:61:32:37:64:32:35:38:30:31:62:33:65:32:39:63:34:31:64:65:06:74:75:6e:6e:65:6c:0a:64:65:76:67:6f:73:73:69:70:73:02:6d:65:00:00:10:00:01,0x83f0,0x0100,"{'dns.flags.response': '0', 'dns.flags.opcode': '0', 'dns.flags.truncated': '0', 'dns.flags.recdesired': '1', 'dns.flags.z': '0', 'dns.flags.checkdisable': '0'}",1,0,0,0,"{'b245018bec64d70a27d25801b3e29c41de.tunnel.devgossips.me: type TXT, class IN': {'dns.qry.name': 'b245018bec64d70a27d25801b3e29c41de.tunnel.devgossips.me', 'dns.qry.name.len': '55', 'dns.count.labels': '4', 'dns.qry.type': '16', 'dns.qry.class': '0x0001'}}",,,,
210,"Nov 15, 2025 16:09:24.720806000 +06","Nov 15, 2025 10:09:24.720806000 UTC",1763201364.720806000,0.000000000,0.169746000,0.169746000,130.937740000,286,168,168,0,0,sll:ethertype:ip:udp:dns,0x0800,2,1,0,6,b4:0f:3b:d1:2b:30,00:00,4,20,0x00,"{'ip.dsfield.dscp': '0', 'ip.dsfield.ecn': '0'}",148,0x2257,0x02,"{'ip.flags.rb': '0', 'ip.flags.df': '1', 'ip.flags.mf': '0'}",0,64,17,0x960f,2,192.168.0.1,192.168.0.161,192.168.0.1,192.168.0.161,192.168.0.161,192.168.0.161,53,47139,47139,128,0x19b9,2,0,"{'udp.time_relative': '130.937740000', 'udp.time_delta': '0.169746000'}",83:f0:81:80:00:01:00:01:00:00:00:00:22:62:32:34:35:30:31:38:62:65:63:36:34:64:37:30:61:32:37:64:32:35:38:30:31:62:33:65:32:39:63:34:31:64:65:06:74:75:6e:6e:65:6c:0a:64:65:76:67:6f:73:73:69:70:73:02:6d:65:00:00:10:00:01:c0:0c:00:10:00:01:00:00:01:2c:00:23:22:62:61:63:63:30:31:38:62:65:63:34:66:32:39:38:61:33:62:32:66:33:61:66:66:66:66:62:35:66:32:34:65:35:63,0x83f0,0x8180,"{'dns.flags.response': '1', 'dns.flags.opcode': '0', 'dns.flags.authoritative': '0', 'dns.flags.truncated': '0', 'dns.flags.recdesired': '1', 'dns.flags.recavail': '1', 'dns.flags.z': '0', 'dns.flags.authenticated': '0', 'dns.flags.checkdisable': '0', 'dns.flags.rcode': '0'}",1,1,0,0,"{'b245018bec64d70a27d25801b3e29c41de.tunnel.devgossips.me: type TXT, class IN': {'dns.qry.name': 'b245018bec64d70a27d25801b3e29c41de.tunnel.devgossips.me', 'dns.qry.name.len': '55', 'dns.count.labels': '4', 'dns.qry.type': '16', 'dns.qry.class': '0x0001'}}","{'b245018bec64d70a27d25801b3e29c41de.tunnel.devgossips.me: type TXT, class IN': {'dns.resp.name': 'b245018bec64d70a27d25801b3e29c41de.tunnel.devgossips.me', 'dns.resp.type': '16', 'dns.resp.class': '0x0001', 'dns.resp.ttl': '300', 'dns.resp.len': '35', 'dns.txt.length': '34', 'dns.txt': 'bacc018bec4f298a3b2f3affffb5f24e5c'}}",285,0.169746000,
210,"Nov 15, 2025 16:09:25.576450000 +06","Nov 15, 2025 10:09:25.576450000 UTC",1763201365.576450000,0.000000000,0.855644000,0.855644000,131.793384000,287,121,121,0,0,sll:ethertype:ip:udp:dns,0x0800,2,1,4,6,40:9f:38:88:5e:ad,00:00,4,20,0x00,"{'ip.dsfield.dscp': '0', 'ip.dsfield.ecn': '0'}",101,0x6b47,0x02,"{'ip.flags.rb': '0', 'ip.flags.df': '1', 'ip.flags.mf': '0'}",0,64,17,0x4d4e,2,192.168.0.161,192.168.0.1,192.168.0.161,192.168.0.1,192.168.0.1,192.168.0.1,47139,53,53,81,0x4787,2,0,"{'udp.time_relative': '131.793384000', 'udp.time_delta': '0.855644000'}",8c:fa:01:00:00:01:00:00:00:00:00:00:22:61:62:62:33:30:31:38:62:65:63:64:35:35:34:34:65:33:32:35:63:34:62:30:31:62:34:36:62:62:37:31:61:39:37:06:74:75:6e:6e:65:6c:0a:64:65:76:67:6f:73:73:69:70:73:02:6d:65:00:00:05:00:01,0x8cfa,0x0100,"{'dns.flags.response': '0', 'dns.flags.opcode': '0', 'dns.flags.truncated': '0', 'dns.flags.recdesired': '1', 'dns.flags.z': '0', 'dns.flags.checkdisable': '0'}",1,0,0,0,"{'abb3018becd5544e325c4b01b46bb71a97.tunnel.devgossips.me: type CNAME, class IN': {'dns.qry.name': 'abb3018becd5544e325c4b01b46bb71a97.tunnel.devgossips.me', 'dns.qry.name.len': '55', 'dns.count.labels': '4', 'dns.qry.type': '5', 'dns.qry.class': '0x0001'}}",,,,
210,"Nov 15, 2025 16:09:25.744345000 +06","Nov 15, 2025 10:09:25.744345000 UTC",1763201365.744345000,0.000000000,0.167895000,0.167895000,131.961279000,288,170,170,0,0,sll:ethertype:ip:udp:dns,0x0800,2,1,0,6,b4:0f:3b:d1:2b:30,00:00,4,20,0x00,"{'ip.dsfield.dscp': '0', 'ip.dsfield.ecn': '0'}",150,0x2298,0x02,"{'ip.flags.rb': '0', 'ip.flags.df': '1', 'ip.flags.mf': '0'}",0,64,17,0x95cc,2,192.168.0.1,192.168.0.161,192.168.0.1,192.168.0.161,192.168.0.161,192.168.0.161,53,47139,47139,130,0x4a9c,2,0,"{'udp.time_relative': '131.961279000', 'udp.time_delta': '0.167895000'}",8c:fa:81:80:00:01:00:01:00:00:00:00:22:61:62:62:33:30:31:38:62:65:63:64:35:35:34:34:65:33:32:35:63:34:62:30:31:62:34:36:62:62:37:31:61:39:37:06:74:75:6e:6e:65:6c:0a:64:65:76:67:6f:73:73:69:70:73:02:6d:65:00:00:05:00:01:c0:0c:00:05:00:01:00:00:01:2c:00:25:22:61:30:64:66:30:31:38:62:65:63:31:36:65:62:62:34:66:31:31:38:35:33:66:66:66:66:62:35:66:32:34:65:35:63:c0:2f,0x8cfa,0x8180,"{'dns.flags.response': '1', 'dns.flags.opcode': '0', 'dns.flags.authoritative': '0', 'dns.flags.truncated': '0', 'dns.flags.recdesired': '1', 'dns.flags.recavail': '1', 'dns.flags.z': '0', 'dns.flags.authenticated': '0', 'dns.flags.checkdisable': '0', 'dns.flags.rcode': '0'}",1,1,0,0,"{'abb3018becd5544e325c4b01b46bb71a97.tunnel.devgossips.me: type CNAME, class IN': {'dns.qry.name': 'abb3018becd5544e325c4b01b46bb71a97.tunnel.devgossips.me', 'dns.qry.name.len': '55', 'dns.count.labels': '4', 'dns.qry.type': '5', 'dns.qry.class': '0x0001'}}","{'abb3018becd5544e325c4b01b46bb71a97.tunnel.devgossips.me: type CNAME, class IN, cname a0df018bec16ebb4f11853ffffb5f24e5c.tunnel.devgossips.me': {'dns.resp.name': 'abb3018becd5544e325c4b01b46bb71a97.tunnel.devgossips.me', 'dns.resp.type': '5', 'dns.resp.class': '0x0001', 'dns.resp.ttl': '300', 'dns.resp.len': '37', 'dns.cname': 'a0df018bec16ebb4f11853ffffb5f24e5c.tunnel.devgossips.me'}}",287,0.167895000,
210,"Nov 15, 2025 16:09:26.600492000 +06","Nov 15, 2025 10:09:26.600492000 UTC",1763201366.600492000,0.000000000,0.856147000,0.856147000,132.817426000,289,121,121,0,0,sll:ethertype:ip:udp:dns,0x0800,2,1,4,6,40:9f:38:88:5e:ad,00:00,4,20,0x00,"{'ip.dsfield.dscp': '0', 'ip.dsfield.ecn': '0'}",101,0x6b50,0x02,"{'ip.flags.rb': '0', 'ip.flags.df': '1', 'ip.flags.mf': '0'}",0,64,17,0x4d45,2,192.168.0.161,192.168.0.1,192.168.0.161,192.168.0.1,192.168.0.1,192.168.0.1,47139,53,53,81,0x2bc3,2,0,"{'udp.time_relative': '132.817426000', 'udp.time_delta': '0.856147000'}",fb:c0:01:00:00:01:00:00:00:00:00:00:22:36:30:39:62:30:31:38:62:65:63:35:39:61:35:66:33:31:66:31:62:31:36:30:31:62:35:61:32:65:66:36:33:32:30:06:74:75:6e:6e:65:6c:0a:64:65:76:67:6f:73:73:69:70:73:02:6d:65:00:00:10:00:01,0xfbc0,0x0100,"{'dns.flags.response': '0', 'dns.flags.opcode': '0', 'dns.flags.truncated': '0', 'dns.flags.recdesired': '1', 'dns.flags.z': '0', 'dns.flags.checkdisable': '0'}",1,0,0,0,"{'609b018bec59a5f31f1b1601b5a2ef6320.tunnel.devgossips.me: type TXT, class IN': {'dns.qry.name': '609b018bec59a5f31f1b1601b5a2ef6320.tunnel.devgossips.me', 'dns.qry.name.len': '55', 'dns.count.labels': '4', 'dns.qry.type': '16', 'dns.qry.class': '0x0001'}}",,,,
210,"Nov 15, 2025 16:09:26.768771000 +06","Nov 15, 2025 10:09:26.768771000 UTC",1763201366.768771000,0.000000000,0.168279000,0.168279000,132.985705000,290,168,168,0,0,sll:ethertype:ip:udp:dns,0x0800,2,1,0,6,b4:0f:3b:d1:2b:30,00:00,4,20,0x00,"{'ip.dsfield.dscp': '0', 'ip.dsfield.ecn': '0'}",148,0x22ab,0x02,"{'ip.flags.rb': '0', 'ip.flags.df': '1', 'ip.flags.mf': '0'}",0,64,17,0x95bb,2,192.168.0.1,192.168.0.161,192.168.0.1,192.168.0.161,192.168.0.161,192.168.0.161,53,47139,47139,128,0x72db,2,0,"{'udp.time_relative': '132.985705000', 'udp.time_delta': '0.168279000'}",fb:c0:81:80:00:01:00:01:00:00:00:00:22:36:30:39:62:30:31:38:62:65:63:35:39:61:35:66:33:31:66:31:62:31:36:30:31:62:35:61:32:65:66:36:33:32:30:06:74:75:6e:6e:65:6c:0a:64:65:76:67:6f:73:73:69:70:73:02:6d:65:00:00:10:00:01:c0:0c:00:10:00:01:00:00:01:2c:00:23:22:36:34:66:66:30:31:38:62:65:63:33:61:31:30:30:64:37:31:63:37:32:38:66:66:66:66:62:35:66:32:34:65:35:63,0xfbc0,0x8180,"{'dns.flags.response': '1', 'dns.flags.opcode': '0', 'dns.flags.authoritative': '0', 'dns.flags.truncated': '0', 'dns.flags.recdesired': '1', 'dns.flags.recavail': '1', 'dns.flags.z': '0', 'dns.flags.authenticated': '0', 'dns.flags.checkdisable': '0', 'dns.flags.rcode': '0'}",1,1,0,0,"{'609b018bec59a5f31f1b1601b5a2ef6320.tunnel.devgossips.me: type TXT, class IN': {'dns.qry.name': '609b018bec59a5f31f1b1601b5a2ef6320.tunnel.devgossips.me', 'dns.qry.name.len': '55', 'dns.count.labels': '4', 'dns.qry.type': '16', 'dns.qry.class': '0x0001'}}","{'609b018bec59a5f31f1b1601b5a2ef6320.tunnel.devgossips.me: type TXT, class IN': {'dns.resp.name': '609b018bec59a5f31f1b1601b5a2ef6320.tunnel.devgossips.me', 'dns.resp.type': '16', 'dns.resp.class': '0x0001', 'dns.resp.ttl': '300', 'dns.resp.len': '35', 'dns.txt.length': '34', 'dns.txt': '64ff018bec3a100d71c728ffffb5f24e5c'}}",289,0.168279000,
210,"Nov 15, 2025 16:09:27.624561000 +06","Nov 15, 2025 10:09:27.624561000 UTC",1763201367.624561000,0.000000000,0.855790000,0.855790000,133.841495000,291,121,121,0,0,sll:ethertype:ip:udp:dns,0x0800,2,1,4,6,40:9f:38:88:5e:ad,00:00,4,20,0x00,"{'ip.dsfield.dscp': '0', 'ip.dsfield.ecn': '0'}",101,0x6c36,0x02,"{'ip.flags.rb': '0', 'ip.flags.df': '1', 'ip.flags.mf': '0'}",0,64,17,0x4c5f,2,192.168.0.161,192.168.0.1,192.168.0.161,192.168.0.1,192.168.0.1,192.168.0.1,47139,53,53,81,0x5ebb,2,0,"{'udp.time_relative': '133.841495000', 'udp.time_delta': '0.855790000'}",5a:9e:01:00:00:01:00:00:00:00:00:00:22:61:66:66:66:30:31:38:62:65:63:34:37:36:34:61:66:31:63:30:63:31:33:30:31:62:36:36:38:64:34:64:35:34:63:06:74:75:6e:6e:65:6c:0a:64:65:76:67:6f:73:73:69:70:73:02:6d:65:00:00:0f:00:01,0x5a9e,0x0100,"{'dns.flags.response': '0', 'dns.flags.opcode': '0', 'dns.flags.truncated': '0', 'dns.flags.recdesired': '1', 'dns.flags.z': '0', 'dns.flags.checkdisable': '0'}",1,0,0,0,"{'afff018bec4764af1c0c1301b668d4d54c.tunnel.devgossips.me: type MX, class IN': {'dns.qry.name': 'afff018bec4764af1c0c1301b668d4d54c.tunnel.devgossips.me', 'dns.qry.name.len': '55', 'dns.count.labels': '4', 'dns.qry.type': '15', 'dns.qry.class': '0x0001'}}",,,,
210,"Nov 15, 2025 16:09:27.793288000 +06","Nov 15, 2025 10:09:27.793288000 UTC",1763201367.793288000,0.000000000,0.168727000,0.168727000,134.010222000,292,172,172,0,0,sll:ethertype:ip:udp:dns,0x0800,2,1,0,6,b4:0f:3b:d1:2b:30,00:00,4,20,0x00,"{'ip.dsfield.dscp': '0', 'ip.dsfield.ecn': '0'}",152,0x22db,0x02,"{'ip.flags.rb': '0', 'ip.flags.df': '1', 'ip.flags.mf': '0'}",0,64,17,0x9587,2,192.168.0.1,192.168.0.161,192.168.0.1,192.168.0.161,192.168.0.161,192.168.0.161,53,47139,47139,132,0x769c,2,0,"{'udp.time_relative': '134.010222000', 'udp.time_delta': '0.168727000'}",5a:9e:81:80:00:01:00:01:00:00:00:00:22:61:66:66:66:30:31:38:62:65:63:34:37:36:34:61:66:31:63:30:63:31:33:30:31:62:36:36:38:64:34:64:35:34:63:06:74:75:6e:6e:65:6c:0a:64:65:76:67:6f:73:73:69:70:73:02:6d:65:00:00:0f:00:01:c0:0c:00:0f:00:01:00:00:01:2c:00:27:00:0a:22:39:61:62:36:30:31:38:62:65:63:61:30:37:39:31:33:64:32:34:63:62:66:66:66:66:66:62:35:66:32:34:65:35:63:c0:2f,0x5a9e,0x8180,"{'dns.flags.response': '1', 'dns.flags.opcode': '0', 'dns.flags.authoritative': '0', 'dns.flags.truncated': '0', 'dns.flags.recdesired': '1', 'dns.flags.recavail': '1', 'dns.flags.z': '0', 'dns.flags.authenticated': '0', 'dns.flags.checkdisable': '0', 'dns.flags.rcode': '0'}",1,1,0,0,"{'afff018bec4764af1c0c1301b668d4d54c.tunnel.devgossips.me: type MX, class IN': {'dns.qry.name': 'afff018bec4764af1c0c1301b668d4d54c.tunnel.devgossips.me', 'dns.qry.name.len': '55', 'dns.count.labels': '4', 'dns.qry.type': '15', 'dns.qry.class': '0x0001'}}","{'afff018bec4764af1c0c1301b668d4d54c.tunnel.devgossips.me: type MX, class IN, preference 10, mx 9ab6018beca07913d24cbfffffb5f24e5c.tunnel.devgossips.me': {'dns.resp.name': 'afff018bec4764af1c0c1301b668d4d54c.tunnel.devgossips.me', 'dns.resp.type': '15', 'dns.resp.class': '0x0001', 'dns.resp.ttl': '300', 'dns.resp.len': '39', 'dns.mx.preference': '10', 'dns.mx.mail_exchange': '9ab6018beca07913d24cbfffffb5f24e5c.tunnel.devgossips.me'}}",291,0.168727000,
210,"Nov 15, 2025 16:09:28.650647000 +06","Nov 15, 2025 10:09:28.650647000 UTC",1763201368.650647000,0.000000000,0.857359000,0.857359000,134.867581000,293,121,121,0,0,sll:ethertype:ip:udp:dns,0x0800,2,1,4,6,40:9f:38:88:5e:ad,00:00,4,20,0x00,"{'ip.dsfield.dscp': '0', 'ip.dsfield.ecn': '0'}",101,0x6d38,0x02,"{'ip.flags.rb': '0', 'ip.flags.df': '1', 'ip.flags.mf': '0'}",0,64,17,0x4b5d,2,192.168.0.161,192.168.0.1,192.168.0.161,192.168.0.1,192.168.0.1,192.168.0.1,47139,53,53,81,0x66de,2,0,"{'udp.time_relative': '134.867581000', 'udp.time_delta': '0.857359000'}",40:fa:01:00:00:01:00:00:00:00:00:00:22:31:34:39:39:30:31:38:62:65:63:30:34:39:38:65:38:30:34:35:35:65:33:30:31:62:37:38:36:37:31:35:32:32:65:06:74:75:6e:6e:65:6c:0a:64:65:76:67:6f:73:73:69:70:73:02:6d:65:00:00:0f:00:01,0x40fa,0x0100,"{'dns.flags.response': '0', 'dns.flags.opcode': '0', 'dns.flags.truncated': '0', 'dns.flags.recdesired': '1', 'dns.flags.z': '0', 'dns.flags.checkdisable': '0'}",1,0,0,0,"{'1499018bec0498e80455e301b78671522e.tunnel.devgossips.me: type MX, class IN': {'dns.qry.name': '1499018bec0498e80455e301b78671522e.tunnel.devgossips.me', 'dns.qry.name.len': '55', 'dns.count.labels': '4', 'dns.qry.type': '15', 'dns.qry.class': '0x0001'}}",,,,
